Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2025-09-01 14:09:10,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7368283782891601920,"Unifying Multiple User Types into a Single Auth System.""
""","","",MEMBER_NETWORK
2025-07-22 07:56:14,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7353332030052491264,"DevOps Certified 🏆""
""""
""As a Backend Engineer, I’ve often found myself stepping into DevOps territory — not by title, but by necessity.""
""""
""From setting up automated deployments, reverse proxies, and load balancers, to optimizing infrastructure costs, container orchestration, logging, and monitoring — I’ve been hands-on with it all.""
""""
""While I recognize that DevOps goes even deeper, my journey so far has been far from basic. ""
""""
""To back this up, I recently earned an international certification from the International DevOps Certification Academy™  guided by Yeliz Obergfell ""
""""
""This certification not only validates my experience but also fuels my drive to keep learning and building scalable systems the right way.""
""""
""As always, I’m Ifeanyi Okafor, a Fullstack Engineer 👨🏾‍💻 ""
""""
""""
""#DevOps #BackendEngineering #Infrastructure #Automation #CostOptimization #CI/CD #Containerization #Certification","","",MEMBER_NETWORK
2025-06-16 12:30:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7340355113305149440,"🛠️ The Prisma Migration Drift That Almost Cost Me My Job!""
""""
""Migration drift had always been a black box to me, until a few weeks ago.""
""""
""An incident occurred, someone on the team created a couple of migrations, and somehow, the local migration files vanished. Everyone claimed they didn’t have them. 🥲""
""""
""As the Backend Team Lead, I needed a solution—fast. No one could make any database edits without resetting it, and at this point, features were already weeks behind. My supervisor’s patience was running out.""
""""
""After a few hours of digging, I finally stumbled on the perfect article.""
""""
""Here are the 5 steps I took to recover the missing migration files:""
""	1.	Fetched the missing migration names from the database’s _prisma_migrations table.""
""	2.	Recreated the missing migration files manually, covering as much schema info as possible.""
""	3.	Recalculated a checksum for each new migration file.""
""	4.	Updated the _prisma_migrations table with the new checksum values.""
""	5.	Ran a fresh migration to resolve all previous drifts and re-align the state.""
""""
""This entire experience taught me some important lessons:""
""	•	Prisma tracks migration integrity using the _prisma_migrations table.""
""	•	Always read CLI messages carefully—especially ones related to schema or drift. Never reset blindly.""
""	•	Backups are life. One wrong step with a production database could mean irreversible damage—and probably your job.""
""""
""That’s how I fixed a critical migration drift issue under pressure, and what I learned from it as a Backend Lead. If you ever run into something similar, I hope this post finds you in time.""
""""
""""
""New here? 👋""
""I’m Ifeanyi Okafor, a Fullstack Engineer 👨🏾‍💻 focused on building fast, scalable, user-first web applications using React and NestJS.","","",MEMBER_NETWORK
2025-06-09 07:59:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7337750295076077568,"Frontend Standardisation Test on React & Redux (RTK & RTK Query)""
""""
""After 6 months of frontend internship at Genesys Tech Hub, I was given a standardisation test to certify my skills.""
""""
""I was tasked with building a one-page website in a week. Personally, I felt the timeline was perfect. I used the first 3 days to take a break and organise my thoughts on how to approach the project.""
""""
""Here’s a quick recap:""
""""
""5 Steps to Bringing My Design to Life""
""	1.	UI First — Started with Desktop-first design, as it was more UI-intensive, then adapted to Mobile.""
""	2.	QA Analysis & Feedback — Got a friend to review the UI vs. design and implemented their feedback.""
""	3.	API Integration — Using Redux Toolkit and RTK Query for fetching, caching, and invalidating data.""
""	4.	Hosting — Tried Netlify for deployment (spoiler: had an error that taught me something new!).""
""	5.	Live Testing & Polishing — Final pass to ensure everything looked and worked as intended.""
""""
""My Experience""
""""
""UI/UX: UI integration is one of my strong suits — I brought the design to life using React and CSS modules with attention to pixel-perfect detail.""
""""
""API Integration: I needed this on the product section where I consumed data from DummyJSON. For the “Load More Products” feature, I used Redux Toolkit Query to manage API calls, and a Redux Toolkit Slice to handle the skip state value for pagination on button clicks. Although Redux has a reputation for being complex, a 30-minute tutorial was enough to get me started. Adding APIs and managing cache invalidation afterward was surprisingly smooth and efficient.""
""""
""Hosting: Initially faced an error on Netlify, thought it was platform-specific, but switching to Vercel and seeing the same issue showed me it was my bug — valuable debugging experience!""
""""
""Deliverables:""
""Live URL - https://lnkd.in/dZ6GsU3f""
""Design File - https://shorturl.at/YxahZ/""
""""
""Overall:""
""I’m proud of the progress and happy to say that from now on, I will be consuming my own APIs as a full-fledged FullStack Developer! 🚀""
""""
""#React #CSS #Redux #Netlify #FrontendDevelopment #FullStackJourney","","",MEMBER_NETWORK
2025-05-14 10:00:42,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7328358588102402048,"🚀 Leading Frontend Development for Gbese – A Fintech Innovation in Progress 💳💡""
""""
""Over the past few weeks, I’ve had the privilege of leading the Frontend Team for Gbese, a fintech app with a unique twist — it allows users to transfer debt from themselves to a second or third party for repayment. Yes, it’s as bold as it sounds.""
""""
""⏳ With a 4-week timeline, we’re now at:""
""""
""✅ 80% UI completion""
""✅ 40% core functionalities done""
""""
""I introduced and managed our GitHub branching strategy, overseeing all merges, conducting code reviews, and ensuring consistency across layouts and components. Our development flow was built on:""
""""
""🧩 Project Milestones:""
""""
""Seamless Login & Signup""
""Functional Authentication & KYC pages""
""Developed the main layout (sidebar, top bar)""
""Modularized all feature pages using dynamic React Outlets""
""Daily stand-ups & demo sessions to sync progress and encourage collaboration""
""""
""🛠️ Our Tech Stack:""
""""
""React.js for frontend development""
""Tailwind CSS for fast, consistent styling""
""Figma for design interpretation & component structuring""
""""
""Every team member had ownership of key features, and I ensured no one was left behind — guiding, supporting, and aligning all efforts to ship a clean, cohesive product.""
""""
""This journey is not just about building Gbese — it’s about building the team that builds Gbese.","","",MEMBER_NETWORK
2025-04-19 10:42:51,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7319309501277331456,"🛠️ Auto Downscaling Former Pro Users Who Skip Payments""
""""
""I used to enjoy this little hack on a few platforms — subscribe for a month, empty my card, and keep accessing pro features until someone manually boots me out 😅.""
""""
""Ironically, this same loophole became my weekly engineering task — but this time as a problem to fix.""
""""
""Turns out, some of our former Pro merchants were still enjoying premium features even after their subscription failed — costing the business real money. Here’s how I permanently solved it:""
""""
""📍 Identified the right webhook (Paystack) to detect failed subscription payments and trigger a downscale function.""
""""
""📍 Soft-deleted stores and products instead of hard-deleting them — making it easy to toggle access on/off without losing data.""
""""
""📍 Sorted all merchant stores by revenue, then disabled every store except the highest earner — only one store survives the cut on the free tier plan.""
""""
""📍 Sorted products by order count, then disabled those below the free plan threshold — this ensures only bestsellers stay visible.""
""""
""From now on, a failed subscription = automatic downgrade to the free plan after 24 hours.""
""Only their top store and best-performing products remain visible — no more Pro perks for free.""
""""
""⸻""
""""
""Curious: how would you have handled this in your product?""
""I’ve dropped a code snippet below if you want to peek at the approach.""
""""
""Also… if you know any app that still has this “flaw,” please DM me so I can milk them too 😂","","",MEMBER_NETWORK
2025-04-14 15:05:25,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7317563635893968899,"🛠️ Design Sprint & SCRUM: How I Contributed to Building a User-Friendly App as a Frontend Engineer. ""
""""
""Over the past two weeks, I had the privilege of collaborating with a cross-functional team to develop innovative solutions that drive real impact — all while applying two major Agile frameworks: Design Sprint and SCRUM.""
""""
""Let me walk you through two significant projects that showcase my expertise:""
""""
""1️⃣ Healthcare Accessibility Mobile App – Clinico (Design Sprint)""
""""
""Clinico is a healthcare solution that helps individuals book consultation sessions with medical professionals within their local area. The goal was to build a user-friendly mobile app that streamlines the booking process, improves patient satisfaction, and ensures seamless communication between patients and healthcare providers.""
""""
""My contributions:""
""""
""📍Sketched the user flow from the problem statement, identifying the core elements for the MVP.""
""📍Led data gathering through expert interviews with medical practitioners and user surveys.""
""📍Created a solution sketch and presented my thought process to the team.""
""📍Documented “How Might We” questions and participated in the voting process to prioritize the best direction.""
""""
""🔗 Figma Prototype - https://lnkd.in/gmSwW95z""
""""
""""
""2️⃣ Civic-Tech Web Application – CivicLink (SCRUM)""
""""
""CivicLink is a civic-tech web platform aimed at bridging the gap between Nigerian citizens and government representatives. It fosters transparency, accessibility, and constructive engagement by helping citizens easily identify the right authorities to contact for various civic issues.""
""""
""My contributions:""
""""
""📍Led the frontend team to implement the designed screens.""
""📍 Built multiple responsive web pages from raw Figma designs.""
""📍 Made key decisions around design flow to ensure we met MVP targets within the timeframe.""
""📍 Integrated API calls to fetch dynamic data from the backend.""
""📍 Developed reusable components for scalable UI development.""
""""
""🧰 Tech Stack""
""""
""Frontend: React, TailwindCSS, CSS, Axios""
""Collaboration: Cross-functional teamwork with designers, backend engineers, Project Managers, Data Analysts and Digital Marketers""
""""
""🔗 Live App - https://lnkd.in/gcNV3sp5""
""📂 GitHub Repo - https://lnkd.in/gdHKRBtE""
""""
""Through these projects, I’ve demonstrated my ability to turn raw ideas and design concepts into functional, user-friendly applications — all while collaborating effectively to solve real-world challenges.""
""""
""🚀 Let’s connect and explore how Frontend Development can drive impact in your next project or organization!""
""""
""New here? I'm Ifeanyi, a FullStack Engineer 👨🏾‍💻.","","",MEMBER_NETWORK
2025-04-06 10:51:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7314600743959769089,"Ecosystem Mixer: Startups and Builders was fun!""
""""
""Lost a FIFA match 🥲""
""Won a Whot league 😂""
""Played Scrabble with my friends.""
""Had deep conversations about career paths with a couple of Senior Engineers ⚡️—definitely grew my network!""
""""
""Tech hangouts always have a way of positively influencing my work and showing me what the light at the end of the tunnel looks like through others’ experiences.""
""""
""Huge thanks to GDG Enugu Godson Njoku & Precious Onyewuchi  for hosting this amazing event. I’m already looking forward to the Enugu Tech Festival coming up soon!""
""""
""#etf","","",MEMBER_NETWORK
2025-03-26 14:07:10,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7310663610102431746,"⚒️ Built a User Management List using Redux for Global State Management""
""""
""This is my Week 13 assignment with Learnable at Genesys Tech Hub. Frontend Ecosystem facilitated by Charles Oriih 👨🏾‍💻""
""""
""This week, we covered three major topics:""
""- API Calls""
""- Global State Management (GSM)""
""- React Query""
""""
""This post focuses more on GSM because it was the most challenging part for me.""
""""
""What is Global State Management (GSM)?""
""""
""GSM means storing data that needs to be shared across the entire application. In the past, I relied on Props and Context API, but now I’m upskilling with Redux for better scalability and efficiency.""
""""
""Key GSM Concepts :""
""📍 State : The data used to render the UI or perform business login.""
""📍 Global State: State that needs to be shared between multiple components.""
""📍 Centralized Storage : A single source of truth where all components can access or update the state.""
""📍 Actions: Functions or events that modify the global state.""
""📍 Reducers: Functions that take the current state and an action, then return a new state.""
""📍  Selectors: Extracts specific piece of the global state for use in components.""
""""
""Why Use GSM?""
"" - Consistency: Ensures that all components relying on the same data stay in sync.""
"" - Scalability: Makes managing state easier as the application grows.""
"" - Decoupling: Reduces dependency between components by centralizing state management.""
""""
""When to use GSM""
"" - Complex Applications : When you have multiple interconnected components that need to access the same data. ""
"" - Shared Data: One data needed across different parts of your app""
"" - Frequent Update: When the same state is updated by various components, centralizing it helps keep data organized""
""""
""GSM Libraries ""
"" - Redux ""
"" - Context API""
"" - Zustang""
"" - Recoil ""
"" - ...and others""
""""
""Now, Let’s Talk Redux!""
""""
""Redux uses a central store to manage state, and reducers to update it.""
""""
""Core Concepts in Redux""
"" - Store : The global state container that holds the entire state tree, provides methods to access the state dispatches actions and subscribe to state changes.""
""- Slice: A collection of redux reducer logic and action for a specific feature""
""- Reducers: Define how the state changes based on dispatched actions.""
""- Middleware: Intercepts actions to add logic before they reach reducers.""
""""
""📌 Live Demo: https://lnkd.in/d6U6emXu""
""📌 Repository: https://lnkd.in/dnsegMvW""
""""
""Redux was challenging at first, but now I see how powerful it is for state management. Excited to explore more! 🚀""
""""
""I’m still practicing these concepts on bigger projects to solidify my skills.""
""""
""Open to collaborating with anyone who’s eager to learn and grow together.""
""""
""As always, I'm Ifeanyi, a Backend Engineer on the roadmap to Fullstack 👨🏾‍💻.""
""""
""#react ""
""#redux  ""
""#globalStateManagement","","",MEMBER_NETWORK
2025-03-20 06:59:28,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7308381647576412160,"⚒️ Learning and Implementing React Hooks!""
""""
""This is my Week 12 assignment with Learnable at Genesys Tech Hub. Advanced topics on React facilitated by Charles Oriih 👨🏾‍💻""
""""
""Several Key concepts I learned this week:""
""📍 Hooks:""
""    - UseState: Manages state in a functional component.""
""    - UseEffect: Handles side effects like data fetching or subscriptions.""
""    - UseRef: Accepts and manipulates DOM Elements or persist values without triggering a pre-render.""
""    - UseContext: Allows me to avoid prop drilling by providing a way to share data around deeply nested components without passing props manually.""
""""
""📍 React Hooks Provide features for managing State, Side Effect, DOM manipulation and context sharing functional components.""
""""
""📍 Routing: ""
""The Router DOM helps manage routing in react applications allowing you to create different routes for different components so users can navigate between pages without reloading the browser. ""
""- Key components like""
""    - Browser Router : Holds literally everything.""
""    - Routes : Wraps multiple Route components together.""
""    - Route: Renders the component for the route.""
""    - Links: Directs to the path assigned to it. ""
""    - Navigate : Used to send a user to another page on request.""
""    - Outlets: Used to render nested components inside a parent route.""
""""
""- Dynamic Routing : Adding use of params to routes for features like adding an Error Handling Page [` linkedIn/:params `]""
""""
""""
""📌 Live Demo: https://lnkd.in/gXpRvyDf""
""📌 Repository: https://lnkd.in/gQEEbH5d""
""""
""This was fun-- The ending part to be precise when things started to come together. Felt like writing backend code especially when I started including routes and reusable components, Same thing I would do using routes, controllers and services. Different names, same pattern.""
""""
""Even with my existing background this was still a steep learning Curve and I'm glad I signed up for this!""
""""
""As for the UI, I faced some UI challenges, which I’ll refine after my grading. For now I have another task to face! 🥲 ""
""""
""Always open to learning—if you have any tips on using Hooks efficiently, drop them below!""
""""
""As always, I'm Ifeanyi, a Backend Engineer on the roadmap to Fullstack 👨🏾‍💻.""
""""
""""
""#react #hooks #build #css","","",MEMBER_NETWORK
2025-03-20 06:48:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7308378873904173056,"⚒️ Learning and Implementing React Hooks!""
""""
""This is my Week 12 assignment with Learnable at Genesys Tech Hub. Advanced topics on React facilitated by Charles Oriih 👨🏾‍💻""
""""
""Several Key concepts I learned this week:""
""📍 Hooks:""
""      - UseState: Manages state in a functional component.""
""      - UseEffect: Handles side effects like data fetching or subscriptions.""
""      - UseRef: Accepts and manipulates DOM Elements or persist values without triggering a pre-render.""
""      - UseContext: Allows me to avoid prop drilling by providing a way to share data around deeply nested components without passing props manually.""
""""
""📍 React Hooks Provide features for managing State, Side Effect, DOM manipulation and context sharing functional components.""
""""
""📍 Routing: ""
""The Router DOM helps manage routing in react applications allowing you to create different routes for different components so users can navigate between pages without reloading the browser. ""
""- Key components like""
""      - Browser Router : Holds literally everything.""
""      - Routes : Wraps multiple Route components together.""
""      - Route: Renders the component for the route.""
""      - Links: Directs to the path assigned to it. ""
""      - Navigate : Used to send a user to another page on request.""
""      - Outlets: Used to render nested components inside a parent route.""
""""
""- Dynamic Routing : Adding use of params to routes for features like adding an Error Handling Page [` linkedIn/:params `]""
""""
""""
""📌 Live Demo: https://lnkd.in/gXpRvyDf""
""📌 Repository: https://lnkd.in/gQEEbH5d""
""""
""This was fun-- The ending part to be precise when things started to come together. Felt like writing backend code especially when I started including routes and reusable components, Same thing I would do using routes, controllers and services. Different names, same pattern.""
""""
""Even with my existing background this was still a steep learning Curve and I'm glad I signed up for this!""
""""
""As for the UI, I faced some UI challenges, which I’ll refine after my grading. For now I have another task to face! 🥲 ""
""""
""Always open to learning—if you have any tips on using Hooks efficiently, drop them below!""
""""
""As always, I'm Ifeanyi, a Backend Engineer on the roadmap to Fullstack 👨🏾‍💻.""
""""
""""
""#react #hooks #build #css","","",MEMBER_NETWORK
2025-03-10 14:37:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7304873010715410432,"⚒️ My First Experience using React.""
""""
""This is my Week 11 assignment with Learnable at Genesys Tech Hub. React Fundamentals 1""
""""
""Key topics I learned this week:""
""📍 Setting up React and understanding its file structure.""
""📍 Components both class and functional""
""📍 Props and their immutable nature. ""
""📍 Conditional rendering ""
""""
""Live Demo: https://lnkd.in/dVeJkwgw""
""""
""I really appreciate React’s logical structure and the DRY principle it promotes. Coming from Vanilla JS, it’s refreshing not to write piles of code just to align a structure.""
""""
""Still battling CSS, but making progress! 😂 ""
""""
""What was your first experience with React like?""
""""
""As always, I'm Ifeanyi, a Backend Engineer on the roadmap to Fullstack 👨🏾‍💻.""
""""
""#react #build #css","","",MEMBER_NETWORK
2025-02-21 14:03:38,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7298703919608672256,"🚀 Shipping Custom Domains Feautre on Cartle.io!""
""""
""Continuing the journey of building Cartle, an E-commerce SaaS startup that helps merchants launch an online store in under 10 minutes—tracking customer visits, orders, and everything else a robust e-commerce solution offers.""
""""
""💡 New Feature Alert: Custom Domains for Prime Merchants!""
""Merchants can now use their own business domain instead of the default subdomain (arctic-luxuries.cartle.io → arcticluxuries.com).""
""""
""🔒 Bonus: This feature automatically provides free SSL certificates for enhanced security! 🎉""
""""
""Implementation Steps via Endpoints:""
""""
""📍 Domain Verification – Generates a TXT record for domain ownership verification.""
""📍 Validate Verification – GET request confirms TXT record addition.""
""📍 Configure DNS – Merchants add a CNAME record pointing to Cartle’s server.""
""📍 SSL Certificate (Optional) – AWS Certificate Manager issues SSL, requiring a DNS validation CNAME.""
""📍 Verify SSL Certificate (Optional) – GET request confirms validation.""
""📍 Update CloudFront CDN – Syncs Cartle’s database and CloudFront with the latest domains and SSL certs.""
""""
""Technical Tools deployed:""
""📌 AWS SDK""
""📌 AWS Certificate Manager (ACM)""
""📌 AWS CloudFront""
""📌 AWS Route 53…""
""""
""At Cartle, we know DNS setups can be complex, so, our support team is always ready to assist our Merchants in getting it up and running quickly.""
""""
""💬 Have you implemented a similar feature before? Do you know a more effective way to make this process even smoother?""
""""
""I’m Ifeanyi, a Backend Engineer on the roadmap to Fullstack! 👨🏾‍💻""
""""
""#AWS #Cartle #Backend #DNS","","",MEMBER_NETWORK
2025-02-10 13:40:05,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7294711727265320960,"🛠️ I built this responsive IQ-Test App in 5 hours using Vanilla HTML, CSS & JavaScript""
""""
""This is my Week 7 assignment with Learnable at Genesys Tech Hub, facilitated by Ifenna Monanu""
""""
""Key topics I learned this week:""
""📍 JavaScript DOM Manipulation""
""📍 Arrays and Higher-Order Functions [filter(), map(), reduce(), foreach()]""
""📍 Why async/await is preferred over Promises (avoiding callback hell)""
""📍 JavaScript Module System""
""""
""Applying feedback from my last post:""
""📌 Built Mobile-First, making the Desktop view a breeze! 🔥""
""""
""Live URL: https://lnkd.in/dvFRTpm5""
""""
""Took the test? Drop your first-try score in the comments!""
""""
""P.S: It wasn’t built for you to ace it, actually. 😂""
""""
""I'm Ifeanyi, a Backend Engineer on the roadmap to Fullstack 👨🏾‍💻.""
""""
""#html #css #javascript #webapp","","",MEMBER_NETWORK
2025-02-02 09:52:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7291755239135703040,"🛠️ I built this website in 48 hours using Vanilla HTML & CSS""
""""
""This is my Week 7 assignment with Learnable at Genesys Tech Hub""
""""
""Key takeaways from this experience""
""📍Always write your html from a CSS(styling) point of view.""
""📍Use tree-structured, descriptive names for your CSS styling.""
""📍Avoid excessive reuse of styles unless you’re experienced.""
""📍Cover yourself with the Blood of Jesus, because CSS is next to crazy!.""
""""
""If you’ve been here before, What are some CSS struggles you’ve faced?""
""""
""I'm Ifeanyi, a Backend Engineer on the roadmap to Fullstack 👨🏾‍💻.""
""""
""#html #css #website","","",MEMBER_NETWORK
2025-01-26 10:02:26,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7289221135810850816,"The Challenges don’t mean stop, they mean level up 💡","","",MEMBER_NETWORK
2025-01-26 08:57:45,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7289204856194568192,"🚀 Starting My 2025 Roadmap to Frontend Development!""
""""
""I’ve recently taken a deeper dive into HTML, exploring its structure and semantics—and it’s been an eye-opening journey. Understanding how semantic HTML impacts the visibility of web applications among millions and its role in SEO has given me a whole new perspective. 🌐""
""""
""As someone coming from a backend background, this aspect of programming was somewhat of a black box. But I’m thrilled to step out of the loop and see how even simple semantic tags can elevate your site, reduce reliance on <div>flooding, and improve accessibility and collaboration.""
""""
""In my latest article, I take a closer look at how Semantic HTML can put your website ahead of the competition while making it more accessible for all. A big thank you to Yibaebi Elliot, facilitator at Genesys Tech Hub (Learnable), for encouraging me to dive deeper into this topic!""
""""
""Check out the article here 👇 ""
""""
""Let’s keep the conversation going! Have you leveraged semantic HTML for better SEO and accessibility in your projects?""
""""
""I’m Ifeanyi, an aspiring Frontend Engineer passionate about writing clean and effective code . I hope this article has given you valuable insights into the importance and benefits of semantic HTML.""
""""
""#frontend #seo #contentStrategy  #webDevelopment","","",MEMBER_NETWORK
2025-01-17 14:12:12,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7286022500579217408,"Skipped a Tiny step and everything went ka-boom 💥 🫠""
""""
""I recently started writing test on a TypeScript - Express project using Jest, as you already know tests are important—but not a must have, till you run into refactoring problems. 😑""
""""
""Since I’m all in for the latest trend.. “Prisma”. ""
""By the way, they have a pretty elaborate guide on Testing, for both Unit and Integration. ( You should check it out ).""
""""
""This is where I noticed, I had a problem…""
""""
""On the Unit testing examples, they had Dependency Injection everywhere, and nothing was hard coded even the prisma DB calls itself, so now I had a bigger issue, cause literally all my services had their DB call hardcoded. ""
""""
""Truth is, my taught process never went there.. at all. I looked it up and found out it was actually standard procedure, especially when you want to make provision for Unit testing, you can then easily parse in your mocked DB, then test.""
""""
""Only solution for me now would be, refactoring all my services to parse the Prisma Dependency along other parameters to ensure it follows “Pure Dependency Injection Design Pattern” (Which I am just finding out too 🥲).""
""""
""Realizing I didn’t have the time for that, I just continued with Integration Test, where I can test each route with their required payload then weigh my expected values. ""
""""
""Integration Testing still works fine, although Unit Tests was meant to be my first line of defence before Integration, as I had mapped in my head.""
""""
""Now I have a long way to go, with refactoring all my services to follow strict Dependency Injection design pattern. ""
""""
""Uhhh, I wish I knew this sooner! ""
""""
""🤔 Now am curious, what little step have you skipped that ended up becoming a huge problem ? 📈""
""""
""♻️ Got value ? Repost for other software Engineers to see.""
""""
""New to my content? I’m Ifeanyi, a Backend Engineer.","","",MEMBER_NETWORK
2025-01-08 14:00:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7282758033426800640,"🛠️ Ever Wondered What Production Bugs Feel Like?""
""""
""They’re like rushing to fetch water with a bucket, only to realize you spilled half of it along the way—and the part you saved isn’t what you needed.""
""""
""That’s how I used to write my API endpoints: fetching everything “just in case” and wasting resources, only to end up with slow performance. Then I discovered the game-changing principle: “RETURN ONLY WHAT YOU NEED.”""
""""
""Hearing this for the first time sounded smart but I didn't really get it, now lets narrow this down to where it applies, DATABASE.""
""""
""When making database calls, it's common to fetch more data than necessary, especially when validating user details. While this might seem harmless in small applications, the redundancy can quickly escalate, leading to slow API performance.""
""""
""To Avoid this pitfall, the best approach would be to select only specific data needed from the database rather than relying on the default ""Return Row"" approach. This targeted approach ensures that your query only retrieves the necessary information, reducing waste and improving performance.""
""""
""Another common mistake is the smart need to create a multipurpose service that can serve multiple controllers. While this might seem like an easy way out it can lead to complexity and slow API performance as the number of API calls grows.""
""""
""Like the Zens say ""Better simple than complex"", ""Better complex than complicated.""""
""""
""You can strike a balance between code simplicity and performance using this pro tip.""
""""
""So what's your pick? Would you rather write more code for a faster API or less code for a slow API?","","",MEMBER_NETWORK
2024-12-25 10:45:35,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7277635585475825664,"🎄 Merry Christmas, Everyone! 🎄""
""""
""As we wrap up another year of coding, debugging, and building amazing things, I want to take a moment to wish all my connections—especially my fellow software developers—a joyous holiday season.""
""""
""This season is a reminder that, just like our code, life is better when it’s shared, improved, and celebrated. Whether you’re pushing that last feature to production or spending time with loved ones, I hope you find joy in every moment.""
""""
""Thank you for being part of my journey this year. Here’s to more learning, growth, and innovation in the year ahead!""
""""
""Stay merry, stay curious, and don’t forget to take a well-deserved break—your pull requests can wait 😉.""
""""
""Happy Holidays and a Prosperous New Year!""
""""
""– Ifeanyi 🎉","","",MEMBER_NETWORK
2024-12-13 17:56:02,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7273395258166497280,"🛠️ How I Set Up Subdomains for My Multi-Tenant E-commerce Application Using AWS""
""""
""As part of building a scalable, multi-tenant e-commerce solution, I implemented subdomain management using AWS. ""
""""
""While a link to the technical deets is provided below, here’s an overview of the project:""
""""
""📍	Domain Management: Transferred my domain to AWS Route 53 for centralized DNS management.""
""📍	Application Hosting: Deployed my static application to AWS S3, leveraging its simplicity and cost-effectiveness for hosting.""
""📍	Wildcard SSL Certification: Used AWS Certificate Manager to secure my domain wildcard (e.g., *.example.com) for all subdomains.""
""📍	Content Delivery Network: Created a CloudFront distribution to serve my application efficiently and ensure low latency for end-users.""
""📍	DNS Configuration: Mapped my domain wildcard to the CloudFront distribution through Route 53 for seamless subdomain redirection.""
""📍	Deployment Automation: Set up GitHub Actions for automated deployment to S3 and cache invalidation on CloudFront, ensuring that code updates are reflected immediately.""
""""
""End Result""
""📌	All subdomains under *.example.com are secured and properly redirect traffic to the application.""
""📌	Each subdomain dynamically fetches store-specific data using the Origin domain header, providing a customized user experience.""
""""
""This project has been a fulfilling learning journey, tackling real-world challenges and implementing solutions for a scalable multi-tenant architecture.""
""""
""Want to dive deeper into the technical details? Check out my full article here.""
""""
""♻️ Found this helpful? Share it with others who might need that extra push.""
""""
""#aws #devops #cloud",https://link.medium.com/vI3eKUdFiPb,"",MEMBER_NETWORK
2024-12-10 18:43:47,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7272320107635240960,"DevFest 2024: What a Day!""
""""
""This year, I got to experience DevFest Enugu in a whole new way—as a volunteer in the protocol team! I worked side by side with Godson Njoku to keep things running smoothly!""
""""
""The event was packed with awesome moments:""
""""
""📍 Learned from Senior Engineers: Got some solid advice on putting myself out there in the tech space—definitely leveling up!""
""""
""📍 Caught up with Joshua Nwankwo Founder of LetsDap: His app helps people connect at events and rewards them for it—genius! I made some great connections through it and helped others!""
""  ""
""📍 Met Calista Ohama  We clicked instantly. Turns out we’ve both worked at similar startups, faced the same chaos with government contracts, and even built similar projects. Small world, right?""
""""
""The most significant lesson I learnt from the gathering is that going the extra mile always pays off.""
""""
""I've never felt so in-sync with a tech event before but this was the first and I’m beyond hyped for more events like this. Big thanks to everyone who made DevFest Enugu unforgettable. Till we meet again! ""
""""
""📸 - Collins Chukwuani ""
""""
""#DevFestEnugu #TechCommunity #LetsDap #BigWins","","",MEMBER_NETWORK
